ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,timestamp,occupanct_rate,occupancy_rate,price,vehicle_weight,traffic_level_encoded,raw_demand,normalized_demand,price_model2
15746,Others-CCCPS98,3103,26.14749998,91.72797778,792,car,low,3,0,2016-10-04 08:59:00,0.25523686754753466,0.25523686754753466,10.0,1.5,0,3.606284241057042,0.29946058661293473,11.497302933064674
5250,BHMNCPHST01,1200,26.14001386,91.73099967,441,car,low,2,0,2016-10-04 08:59:00,0.3675,0.3675,10.0,1.5,0,2.941,0.24564651494107023,11.22823257470535
13122,Others-CCCPS202,2937,26.14749053,91.72799688,848,bike,low,2,0,2016-10-04 08:59:00,0.28872999659516513,0.28872999659516513,10.0,1.0,0,2.5464759959141983,0.21373392522090592,11.06866962610453
9186,Others-CCCPS105a,2009,26.14747299,91.72804914,864,car,low,2,0,2016-10-04 08:59:00,0.4300647088103534,0.4300647088103534,10.0,1.5,0,3.016077650572424,0.2517194591347284,11.258597295673642
2627,BHMEURBRD01,470,26.14901995,91.7395035,351,cycle,low,3,0,2016-10-04 09:32:00,0.7468085106382979,0.7468085106382979,10.0,0.5,0,3.5961702127659576,0.2986424745793731,11.493212372896867
1315,BHMBCCTHL01,387,26.14449459,91.73620513,204,cycle,low,2,0,2016-10-04 09:32:00,0.5271317829457365,0.5271317829457365,10.0,0.5,0,2.5325581395348835,0.2126081259391957,11.06304062969598
13123,Others-CCCPS202,2937,26.14749053,91.72799688,1036,car,low,3,0,2016-10-04 09:32:00,0.35274089206673476,0.35274089206673476,10.0,1.5,0,3.723289070480082,0.30892497174029243,11.544624858701463
14435,Others-CCCPS8,1322,26.14754886,91.72799519,590,cycle,low,3,0,2016-10-04 09:32:00,0.4462934947049924,0.4462934947049924,10.0,0.5,0,3.235552193645991,0.2694725007103787,11.347362503551894
7875,Broad Street,690,26.13795775,91.74099445,530,car,low,2,0,2016-10-04 09:32:00,0.7681159420289855,0.7681159420289855,10.0,1.5,0,3.4217391304347826,0.28453294637011267,11.422664731850563
15747,Others-CCCPS98,3103,26.14749998,91.72797778,932,car,low,3,0,2016-10-04 09:32:00,0.30035449564937156,0.30035449564937156,10.0,1.5,0,3.660425394779246,0.3038400018267611,11.519200009133804
10499,Others-CCCPS119a,2803,26.14754061,91.72797041,420,bike,low,2,0,2016-10-04 09:32:00,0.14983945772386728,0.14983945772386728,10.0,1.0,0,2.3798073492686407,0.20025229144316,11.0012614572158
9187,Others-CCCPS105a,2009,26.14747299,91.72804914,1004,car,low,3,0,2016-10-04 09:32:00,0.4997511199601792,0.4997511199601792,10.0,1.5,0,3.899701343952215,0.3231947562061655,11.615973781030828
3,BHMBCCMKT01,577,26.14453614,91.73617216,107,car,low,2,0,2016-10-04 09:32:00,0.1854419410745234,0.1854419410745234,10.0,1.5,0,2.722530329289428,0.2279747563269363,11.139873781634682
17059,Shopping,1920,26.15050395,91.73353109,1121,cycle,low,3,0,2016-10-04 09:32:00,0.5838541666666667,0.5838541666666667,10.0,0.5,0,3.4006250000000002,0.2828250488153755,11.414125244076878
11811,Others-CCCPS135a,3883,26.14749943,91.72800489,2502,bike,low,3,0,2016-10-04 09:32:00,0.6443471542621684,0.6443471542621684,10.0,1.0,0,3.7732165851146022,0.3129635505689014,11.564817752844508
3939,BHMMBMMBX01,687,20.0000347,78.00000286,414,truck,low,2,0,2016-10-04 09:32:00,0.6026200873362445,0.6026200873362445,10.0,2.0,0,3.5231441048034933,0.2927354772911682,11.463677386455842
5251,BHMNCPHST01,1200,26.14001386,91.73099967,552,bike,low,2,0,2016-10-04 09:32:00,0.46,0.46,10.0,1.0,0,2.7520000000000002,0.23035852385650415,11.15179261928252
6563,BHMNCPNST01,485,26.14004753,91.73097233,302,truck,low,3,0,2016-10-04 09:32:00,0.622680412371134,0.622680412371134,10.0,2.0,0,4.3472164948453615,0.35939373841284633,11.796968692064231
5252,BHMNCPHST01,1200,26.14001386,91.73099967,638,car,low,2,0,2016-10-04 09:59:00,0.5316666666666666,0.5316666666666666,10.0,1.5,0,3.138,0.2615816167593746,11.307908083796875
17060,Shopping,1920,26.15050395,91.73353109,1254,truck,low,3,0,2016-10-04 09:59:00,0.653125,0.653125,10.0,2.0,0,4.38375,0.3623488913286773,11.811744456643387
14436,Others-CCCPS8,1322,26.14754886,91.72799519,657,truck,low,3,0,2016-10-04 09:59:00,0.4969742813918306,0.4969742813918306,10.0,2.0,0,4.196369137670197,0.3471918704148343,11.735959352074172
2628,BHMEURBRD01,470,26.14901995,91.7395035,397,bike,low,2,0,2016-10-04 09:59:00,0.8446808510638298,0.8446808510638298,10.0,1.0,0,3.213617021276596,0.2676981900245495,11.338490950122749
15748,Others-CCCPS98,3103,26.14749998,91.72797778,1052,cycle,low,3,0,2016-10-04 09:59:00,0.33902674830808893,0.33902674830808893,10.0,0.5,0,3.106832097969707,0.2590604812653865,11.295302406326932
10500,Others-CCCPS119a,2803,26.14754061,91.72797041,476,car,low,3,0,2016-10-04 09:59:00,0.1698180520870496,0.1698180520870496,10.0,1.5,0,3.5037816625044598,0.2911692717607817,11.45584635880391
1316,BHMBCCTHL01,387,26.14449459,91.73620513,236,car,low,2,0,2016-10-04 09:59:00,0.6098191214470284,0.6098191214470284,10.0,1.5,0,3.231782945736434,0.26916761061282934,11.345838053064146
9188,Others-CCCPS105a,2009,26.14747299,91.72804914,1142,car,low,3,0,2016-10-04 09:59:00,0.5684420109507218,0.5684420109507218,10.0,1.5,0,3.9821304131408666,0.32986234813666915,11.649311740683345
13124,Others-CCCPS202,2937,26.14749053,91.72799688,1163,car,low,3,0,2016-10-04 09:59:00,0.39598229485869935,0.39598229485869935,10.0,1.5,0,3.7751787538304393,0.31312226812357935,11.565611340617895
7876,Broad Street,690,26.13795775,91.74099445,600,car,low,2,0,2016-10-04 09:59:00,0.8695652173913043,0.8695652173913043,10.0,1.5,0,3.543478260869565,0.2943802836226512,11.471901418113255
6564,BHMNCPNST01,485,26.14004753,91.73097233,327,car,average,3,0,2016-10-04 09:59:00,0.6742268041237114,0.6742268041237114,10.0,1.5,1,3.609072164948454,0.29968609854730693,11.498430492736535
4,BHMBCCMKT01,577,26.14453614,91.73617216,150,bike,low,2,0,2016-10-04 09:59:00,0.25996533795493937,0.25996533795493937,10.0,1.0,0,2.5119584055459274,0.21094183731714491,11.054709186585725
11812,Others-CCCPS135a,3883,26.14749943,91.72800489,2802,truck,low,3,0,2016-10-04 09:59:00,0.7216070048931239,0.7216070048931239,10.0,2.0,0,4.465928405871749,0.3689962073938157,11.844981036969077
3940,BHMMBMMBX01,687,20.0000347,78.00000286,485,car,low,3,0,2016-10-04 09:59:00,0.7059679767103348,0.7059679767103348,10.0,1.5,0,4.147161572052402,0.3432115274282838,11.71605763714142
14437,Others-CCCPS8,1322,26.14754886,91.72799519,715,car,low,3,0,2016-10-04 10:26:00,0.5408472012102874,0.5408472012102874,10.0,1.5,0,3.9490166414523453,0.32718381349989417,11.635919067499472
2629,BHMEURBRD01,470,26.14901995,91.7395035,430,car,low,3,0,2016-10-04 10:26:00,0.9148936170212766,0.9148936170212766,10.0,1.5,0,4.397872340425533,0.3634912310880358,11.817456155440178
15749,Others-CCCPS98,3103,26.14749998,91.72797778,1142,car,low,4,0,2016-10-04 10:26:00,0.368030937802127,0.368030937802127,10.0,1.5,0,4.541637125362552,0.3751201980213253,11.875600990106626
7877,Broad Street,690,26.13795775,91.74099445,642,car,low,4,0,2016-10-04 10:26:00,0.9304347826086956,0.9304347826086956,10.0,1.5,0,5.216521739130435,0.42971083272182387,12.14855416360912
5,BHMBCCMKT01,577,26.14453614,91.73617216,177,car,low,3,0,2016-10-04 10:26:00,0.30675909878682844,0.30675909878682844,10.0,1.5,0,3.6681109185441945,0.30446167494209836,11.522308374710493
9189,Others-CCCPS105a,2009,26.14747299,91.72804914,1245,truck,low,4,0,2016-10-04 10:26:00,0.6197112991538078,0.6197112991538078,10.0,2.0,0,5.143653558984569,0.4238166100317786,12.119083050158892
10501,Others-CCCPS119a,2803,26.14754061,91.72797041,525,cycle,low,4,0,2016-10-04 10:26:00,0.1872993221548341,0.1872993221548341,10.0,0.5,0,3.7247591865858007,0.30904388772927394,11.54521943864637
5253,BHMNCPHST01,1200,26.14001386,91.73099967,686,car,average,4,0,2016-10-04 10:26:00,0.5716666666666667,0.5716666666666667,10.0,1.5,1,4.286,0.3544420070508131,11.772210035254066
13125,Others-CCCPS202,2937,26.14749053,91.72799688,1257,car,low,3,0,2016-10-04 10:26:00,0.4279877425944842,0.4279877425944842,10.0,1.5,0,3.813585291113381,0.31622892843876804,11.581144642193841
11813,Others-CCCPS135a,3883,26.14749943,91.72800489,3035,car,low,5,0,2016-10-04 10:26:00,0.7816121555498327,0.7816121555498327,10.0,1.5,0,5.837934586659799,0.4799761981867114,12.399880990933557
17061,Shopping,1920,26.15050395,91.73353109,1324,car,low,4,0,2016-10-04 10:26:00,0.6895833333333333,0.6895833333333333,10.0,1.5,0,4.9275,0.4063321990124489,12.031660995062246
3941,BHMMBMMBX01,687,20.0000347,78.00000286,530,car,average,5,0,2016-10-04 10:26:00,0.7714701601164483,0.7714701601164483,10.0,1.5,1,5.325764192139738,0.4385473282121009,12.192736641060504
6565,BHMNCPNST01,485,26.14004753,91.73097233,351,car,low,3,0,2016-10-04 10:26:00,0.7237113402061855,0.7237113402061855,10.0,1.5,0,4.1684536082474235,0.34493381557390146,11.724669077869507
1317,BHMBCCTHL01,387,26.14449459,91.73620513,264,car,low,3,0,2016-10-04 10:26:00,0.6821705426356589,0.6821705426356589,10.0,1.5,0,4.118604651162791,0.3409015911745111,11.704507955872556
17062,Shopping,1920,26.15050395,91.73353109,1387,car,average,5,0,2016-10-04 10:59:00,0.7223958333333333,0.7223958333333333,10.0,1.5,1,5.266875000000001,0.43378384967025113,12.168919248351255
5254,BHMNCPHST01,1200,26.14001386,91.73099967,729,car,average,4,0,2016-10-04 10:59:00,0.6075,0.6075,10.0,1.5,1,4.329000000000001,0.3579202272446563,11.789601136223283
13126,Others-CCCPS202,2937,26.14749053,91.72799688,1354,bike,high,7,0,2016-10-04 10:59:00,0.4610146407899217,0.4610146407899217,10.0,1.0,2,5.753217568947906,0.473123536750254,12.365617683751271
15750,Others-CCCPS98,3103,26.14749998,91.72797778,1210,car,average,5,0,2016-10-04 10:59:00,0.38994521430873347,0.38994521430873347,10.0,1.5,1,4.8679342571704804,0.4015139950689396,12.007569975344698
11814,Others-CCCPS135a,3883,26.14749943,91.72800489,3169,car,average,6,0,2016-10-04 10:59:00,0.816121555498326,0.816121555498326,10.0,1.5,1,6.179345866597991,0.5075925611701261,12.537962805850631
3942,BHMMBMMBX01,687,20.0000347,78.00000286,573,car,average,4,0,2016-10-04 10:59:00,0.834061135371179,0.834061135371179,10.0,1.5,1,4.600873362445414,0.3799117486266483,11.899558743133241
7878,Broad Street,690,26.13795775,91.74099445,675,bike,average,4,0,2016-10-04 10:59:00,0.9782608695652174,0.9782608695652174,10.0,1.0,1,4.473913043478261,0.36964207548133865,11.848210377406694
6566,BHMNCPNST01,485,26.14004753,91.73097233,371,car,high,6,0,2016-10-04 10:59:00,0.7649484536082474,0.7649484536082474,10.0,1.5,2,5.617938144329898,0.4621809407847231,12.310904703923615
14438,Others-CCCPS8,1322,26.14754886,91.72799519,791,car,average,4,0,2016-10-04 10:59:00,0.5983358547655068,0.5983358547655068,10.0,1.5,1,4.318003025718609,0.3570306947326397,11.785153473663199
6,BHMBCCMKT01,577,26.14453614,91.73617216,219,truck,high,6,0,2016-10-04 10:59:00,0.37954939341421146,0.37954939341421146,10.0,2.0,2,5.4554592720970545,0.44903821300627833,12.245191065031392
1318,BHMBCCTHL01,387,26.14449459,91.73620513,308,car,average,4,0,2016-10-04 10:59:00,0.7958656330749354,0.7958656330749354,10.0,1.5,1,4.555038759689923,0.3762042406991849,11.881021203495925
10502,Others-CCCPS119a,2803,26.14754061,91.72797041,574,truck,average,4,0,2016-10-04 10:59:00,0.20478059222261863,0.20478059222261863,10.0,2.0,1,4.145736710667142,0.3430962720412224,11.715481360206113
2630,BHMEURBRD01,470,26.14901995,91.7395035,458,cycle,high,6,0,2016-10-04 10:59:00,0.9744680851063829,0.9744680851063829,10.0,0.5,2,5.26936170212766,0.43398499612505337,12.169924980625266
9190,Others-CCCPS105a,2009,26.14747299,91.72804914,1364,bike,average,5,0,2016-10-04 10:59:00,0.6789447486311598,0.6789447486311598,10.0,1.0,1,4.9147336983573915,0.40529954765956483,12.026497738297824
17063,Shopping,1920,26.15050395,91.73353109,1428,truck,average,6,0,2016-10-04 11:25:00,0.74375,0.74375,10.0,2.0,1,6.392500000000001,0.5248343521282655,12.624171760641328
5255,BHMNCPHST01,1200,26.14001386,91.73099967,765,car,average,5,0,2016-10-04 11:25:00,0.6375,0.6375,10.0,1.5,1,5.164999999999999,0.425543298920303,12.127716494601515
7,BHMBCCMKT01,577,26.14453614,91.73617216,247,car,average,5,0,2016-10-04 11:25:00,0.42807625649913345,0.42807625649913345,10.0,1.5,1,4.91369150779896,0.40521524607244463,12.026076230362223
14439,Others-CCCPS8,1322,26.14754886,91.72799519,820,truck,average,5,0,2016-10-04 11:25:00,0.6202723146747352,0.6202723146747352,10.0,2.0,1,5.444326777609683,0.4481377184217708,12.240688592108855
13127,Others-CCCPS202,2937,26.14749053,91.72799688,1369,bike,average,6,0,2016-10-04 11:25:00,0.46612189308818525,0.46612189308818525,10.0,1.0,1,5.459346271705822,0.4493526279023871,12.246763139511936
9191,Others-CCCPS105a,2009,26.14747299,91.72804914,1424,bike,average,6,0,2016-10-04 11:25:00,0.7088103534096566,0.7088103534096566,10.0,1.0,1,5.7505724240915885,0.47290957404665207,12.36454787023326
2631,BHMEURBRD01,470,26.14901995,91.7395035,464,car,average,5,0,2016-10-04 11:25:00,0.9872340425531915,0.9872340425531915,10.0,1.5,1,5.58468085106383,0.4594907968537789,12.297453984268895
15751,Others-CCCPS98,3103,26.14749998,91.72797778,1241,truck,high,9,0,2016-10-04 11:25:00,0.3999355462455688,0.3999355462455688,10.0,2.0,2,7.879922655494683,0.6451502478752725,13.225751239376361
11815,Others-CCCPS135a,3883,26.14749943,91.72800489,3221,truck,average,7,0,2016-10-04 11:25:00,0.829513262941025,0.829513262941025,10.0,2.0,1,7.29541591552923,0.5978701747035231,12.989350873517616
3943,BHMMBMMBX01,687,20.0000347,78.00000286,604,bike,average,5,0,2016-10-04 11:25:00,0.8791848617176128,0.8791848617176128,10.0,1.0,1,5.1550218340611345,0.4247361766350454,12.123680883175227
10503,Others-CCCPS119a,2803,26.14754061,91.72797041,588,truck,average,5,0,2016-10-04 11:25:00,0.2097752408134142,0.2097752408134142,10.0,2.0,1,4.951730288976097,0.4082921590222003,12.041460795111
1319,BHMBCCTHL01,387,26.14449459,91.73620513,324,bike,average,5,0,2016-10-04 11:25:00,0.8372093023255814,0.8372093023255814,10.0,1.0,1,5.104651162790697,0.42066175137945777,12.103308756897288
6567,BHMNCPNST01,485,26.14004753,91.73097233,373,truck,high,7,0,2016-10-04 11:25:00,0.7690721649484537,0.7690721649484537,10.0,2.0,2,6.722886597938145,0.551558941354395,12.757794706771975
7879,Broad Street,690,26.13795775,91.74099445,672,car,average,6,0,2016-10-04 11:25:00,0.9739130434782609,0.9739130434782609,10.0,1.5,1,6.368695652173914,0.522908846004778,12.61454423002389
15752,Others-CCCPS98,3103,26.14749998,91.72797778,1288,bike,average,6,0,2016-10-04 11:59:00,0.41508217853689977,0.41508217853689977,10.0,1.0,1,5.39809861424428,0.4443983758324262,12.22199187916213
11816,Others-CCCPS135a,3883,26.14749943,91.72800489,3248,bike,average,7,0,2016-10-04 11:59:00,0.836466649497811,0.836466649497811,10.0,1.0,1,6.703759979397374,0.5500118113346637,12.750059056673319
8,BHMBCCMKT01,577,26.14453614,91.73617216,259,cycle,average,5,0,2016-10-04 11:59:00,0.4488734835355286,0.4488734835355286,10.0,0.5,1,4.338648180242634,0.35870065736916246,11.793503286845812
13128,Others-CCCPS202,2937,26.14749053,91.72799688,1390,car,average,6,0,2016-10-04 11:59:00,0.47327204630575415,0.47327204630575415,10.0,1.5,1,5.767926455566906,0.47431332155181577,12.371566607759078
10504,Others-CCCPS119a,2803,26.14754061,91.72797041,605,car,average,5,0,2016-10-04 11:59:00,0.21584017124509455,0.21584017124509455,10.0,1.5,1,4.659008205494114,0.38461420874427354,11.923071043721368
1320,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,average,5,0,2016-10-04 11:59:00,0.8578811369509044,0.8578811369509044,10.0,1.5,1,5.429457364341085,0.44693494880545837,12.234674744027291
9192,Others-CCCPS105a,2009,26.14747299,91.72804914,1470,bike,average,6,0,2016-10-04 11:59:00,0.7317073170731707,0.7317073170731707,10.0,1.0,1,5.778048780487805,0.4751321046901532,12.375660523450767
14440,Others-CCCPS8,1322,26.14754886,91.72799519,836,car,high,8,0,2016-10-04 11:59:00,0.632375189107413,0.632375189107413,10.0,1.5,2,7.058850226928897,0.5787346501625912,12.893673250812956
7880,Broad Street,690,26.13795775,91.74099445,677,car,high,7,0,2016-10-04 11:59:00,0.981159420289855,0.981159420289855,10.0,1.5,2,6.677391304347827,0.5478788797522864,12.739394398761432
17064,Shopping,1920,26.15050395,91.73353109,1447,car,average,6,0,2016-10-04 11:59:00,0.7536458333333333,0.7536458333333333,10.0,1.5,1,6.104375000000001,0.501528254608474,12.507641273042369
6568,BHMNCPNST01,485,26.14004753,91.73097233,381,car,high,7,0,2016-10-04 11:59:00,0.7855670103092783,0.7855670103092783,10.0,1.5,2,6.442680412371134,0.528893387561862,12.644466937809309
5256,BHMNCPHST01,1200,26.14001386,91.73099967,771,car,average,6,0,2016-10-04 11:59:00,0.6425,0.6425,10.0,1.5,1,5.971,0.4907397053444315,12.453698526722157
3944,BHMMBMMBX01,687,20.0000347,78.00000286,634,bike,average,5,0,2016-10-04 11:59:00,0.9228529839883551,0.9228529839883551,10.0,1.0,1,5.207423580786026,0.42897489323158416,12.144874466157919
2632,BHMEURBRD01,470,26.14901995,91.7395035,460,bike,average,5,0,2016-10-04 11:59:00,0.9787234042553191,0.9787234042553191,10.0,1.0,1,5.274468085106383,0.4343980455295671,12.171990227647836
17065,Shopping,1920,26.15050395,91.73353109,1460,cycle,high,10,0,2016-10-04 12:29:00,0.7604166666666666,0.7604166666666666,10.0,0.5,2,8.2125,0.6720520440537168,13.360260220268586
11817,Others-CCCPS135a,3883,26.14749943,91.72800489,3251,car,high,11,0,2016-10-04 12:29:00,0.8372392480041205,0.8372392480041205,10.0,1.5,2,9.704687097604946,0.792753330004452,13.96376665002226
9,BHMBCCMKT01,577,26.14453614,91.73617216,266,bike,high,8,0,2016-10-04 12:29:00,0.4610051993067591,0.4610051993067591,10.0,1.0,2,6.5532062391681105,0.5378336936713142,12.68916846835657
13129,Others-CCCPS202,2937,26.14749053,91.72799688,1397,car,high,10,0,2016-10-04 12:29:00,0.4756554307116105,0.4756554307116105,10.0,1.5,2,8.470786516853932,0.6929445412332222,13.464722706166112
5257,BHMNCPHST01,1200,26.14001386,91.73099967,779,cycle,high,9,0,2016-10-04 12:29:00,0.6491666666666667,0.6491666666666667,10.0,0.5,2,7.279,0.596542310310635,12.982711551553175
9193,Others-CCCPS105a,2009,26.14747299,91.72804914,1484,car,high,10,0,2016-10-04 12:29:00,0.7386759581881533,0.7386759581881533,10.0,1.5,2,8.786411149825785,0.7184750522117573,13.592375261058788
2633,BHMEURBRD01,470,26.14901995,91.7395035,464,car,high,8,0,2016-10-04 12:29:00,0.9872340425531915,0.9872340425531915,10.0,1.5,2,7.48468085106383,0.6131795961166128,13.065897980583063
